id|title|url|price|sellerId|advertType|distance|city|c2type|monitortype|target_price|margin|date
m1837404018|Roeitrainer  CONCEPT 2 PM5 DISPLAY|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1837404018-roeitrainer-concept-2-pm5-display|445|44642917|PACKAGE_FREE|74|Rhenen||PM5|0|0|2022-05-01T09:22:39Z
m1837498068|Concept 2. Model D PM5 roeitrainer.|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1837498068-concept-2-model-d-pm5-roeitrainer|NaN|1614195|PACKAGE_FREE|41|Mijnsheerenland|D|PM5|800|0|2022-05-01T12:09:06Z
m1837524351|Concept 2 indoor rower|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1837524351-concept-2-indoor-rower|500|2104952|PACKAGE_FREE|41|Papendrecht|||0|0|2022-05-01T12:54:10Z
m1837608312|Concept 2 roeitrainer, roeitrainer, roeier, concept 2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1837608312-concept-2-roeitrainer-roeitrainer-roeier-concept-2|400|7299491|PACKAGE_FREE|22|Delft|||0|0|2022-05-01T15:28:12Z
m1837774458|Concept 2 roeimachine|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1837774458-concept-2-roeimachine|300|19466363|PACKAGE_FREE|41|Nieuw-Beijerland|||0|0|2022-05-02T05:48:19Z
m1837790904|Concept2 roeimachine model D|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1837790904-concept2-roeimachine-model-d|NaN|43059402|PACKAGE_FREE|49|Hilversum|D||0|0|2022-05-02T06:50:58Z
m1837893426|Concept 2 roeitrainer met PM5 monitorroeitrainerconcept 2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1837893426-concept-2-roeitrainer-met-pm5-monitor-roeitrainer-concept-2|750|40963919|PACKAGE_FREE|31|Vlaardingen||PM5|0|0|2022-05-02T11:42:16Z
m1837893790|Concept2 roeier|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1837893790-concept2-roeier|150|14793074|PACKAGE_FREE|153|Appelscha|||0|0|2022-05-02T11:43:11Z
m1837896915|Roeimachine concept 2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1837896915-roeimachine-concept-2|400|9677338|PACKAGE_FREE|5|Voorschoten|||0|0|2022-05-02T11:51:20Z
m1837902894|Concept 2 model D PM4 roeimachine|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1837902894-concept-2-model-d-pm4-roeimachine|750|15852391|PACKAGE_FREE|21|'s-Gravenhage|D|PM4|700|0|2022-05-02T12:07:16Z
m1837991164|Concept 2 RowErg model E - PM5|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1837991164-concept-2-rowerg-model-e-pm5|750|6772457|PACKAGE_FREE|115|Wijhe|E|PM5|850|100|2022-05-02T15:51:04.331Z
m1838062476|Concept 2 roeitrainer met PM3 monitor, concept 2,roeitrainer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1838062476-concept-2-roeitrainer-met-pm3-monitor-concept-2-roeitrainer|600|7299491|PACKAGE_FREE|22|Delft||PM3|0|0|2022-05-02T18:34:36Z
m1838168530|Concept 2 roeitrainer met PM3 monitor, concept 2,roeitrainer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1838168530-concept-2-roeitrainer-met-pm3-monitor-concept-2-roeitrainer|600|7299491|PACKAGE_FREE|22|Delft||PM3|0|0|2022-05-03T07:56:20Z
m1838242456|Concept 2 roeiers model C en D|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1838242456-concept-2-roeiers-model-c-en-d|NaN|15654597|PACKAGE_FREE|131|Meppel|C||0|0|2022-05-03T11:12:47Z
m1838245028|Concept 2 roeimachine type D|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1838245028-concept-2-roeimachine-type-d|485|26537790|PACKAGE_FREE|11|Alphen aan den Rijn|D||0|0|2022-05-03T11:19:41Z
m1838376869|2 concept2 roeiers model C met PM4 scherm|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1838376869-2-concept2-roeiers-model-c-met-pm4-scherm|650|15654597|PACKAGE_FREE|131|Meppel|C|PM4|500|0|2022-05-03T16:47:13Z
m1838713286|Concept 2 roeitrainer model C met PM2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1838713286-concept-2-roeitrainer-model-c-met-pm2|650|1423487|PACKAGE_FREE|26|Haarlem|C|PM2|450|0|2022-05-04T16:04:44Z
m1838866724|Concept 2 roeitrainer met PM5 monitor, concept 2,roeitrainer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1838866724-concept-2-roeitrainer-met-pm5-monitor-concept-2-roeitrainer|750|7299491|PACKAGE_FREE|22|Delft||PM5|0|0|2022-05-05T07:40:03Z
m1838892128|Roeitrainer CONCEPT 2 MODEL D MET PM4 DISPLAY|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1838892128-roeitrainer-concept-2-model-d-met-pm4-display|650|44490000|PACKAGE_FREE|76|De Klomp|D|PM4|700|50|2022-05-05T08:47:47Z
m1838974933|Concept 2 PM5 Roeitrainer / Rowing Machine Model D|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1838974933-concept-2-pm5-roeitrainer-rowing-machine-model-d|900|44464215|PACKAGE_FREE|107|Eindhoven|D|PM5|800|0|2022-05-05T12:07:08.656Z
m1839178072|Roeie apparaat Concept 2 Model C|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839178072-roeie-apparaat-concept-2-model-c|850|5983283|PACKAGE_FREE|56|Volendam|C||0|0|2022-05-05T20:18:03.937Z
m1839238567|Concept 2 roeitrainer met PM3 monitor, concept 2,roeitrainer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839238567-concept-2-roeitrainer-met-pm3-monitor-concept-2-roeitrainer|500|7299491|PACKAGE_FREE|22|Delft||PM3|0|0|2022-05-06T06:27:43Z
m1839276833|Roeimachine Concept 2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839276833-roeimachine-concept-2|NaN|39470806|PACKAGE_FREE|31|Amstelveen|||0|0|2022-05-06T08:33:03.723Z
m1839392113|Roeitrainer CONCEPT 2 MODEL E PM4 DISPLAY|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839392113-roeitrainer-concept-2-model-e-pm4-display|645|44490000|PACKAGE_FREE|76|De Klomp|E|PM4|750|105|2022-05-06T13:37:08Z
m1839522876|stoeltje voor concept2 roeiapparaat / ergometer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839522876-stoeltje-voor-concept2-roeiapparaat-ergometer|20|11756510|PACKAGE_FREE|11|Leidschendam|||0|0|2022-05-06T20:17:15Z
m1839576801|Concept2 roeier model E PM4|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839576801-concept2-roeier-model-e-pm4|700|26530781|PACKAGE_FREE|15|Pijnacker|E|PM4|750|50|2022-05-07T06:55:40Z
m1839594381|Concept2 ergometer met PM3 monitor|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839594381-concept2-ergometer-met-pm3-monitor|700|2721765|PACKAGE_FREE|117|Zwolle||PM3|0|0|2022-05-07T07:50:05.967Z
m1839633405|Roeimachine Concept 2 in redelijke nieuwstaat fitness roeien|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839633405-roeimachine-concept-2-in-redelijke-nieuwstaat-fitness-roeien|150|17527626|PACKAGE_FREE|89|Heelsum|||0|0|2022-05-07T09:17:36Z
m1839662116|Concept2 roei machine|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839662116-concept2-roei-machine|NaN|5485242|PACKAGE_FREE|108|Wezep|||0|0|2022-05-07T10:16:58Z
m1839681903|Concept 2 roeitrainer model C met pm2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839681903-concept-2-roeitrainer-model-c-met-pm2|650|16408341|PACKAGE_FREE|29|Kamerik|C|PM2|450|0|2022-05-07T10:59:45Z
m1839699924|Concept 2 roeimachine - met PM3 computer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839699924-concept-2-roeimachine-met-pm3-computer|500|22317831|PACKAGE_FREE|84|Goes||PM3|0|0|2022-05-07T11:40:04.013Z
m1839808056|Roeitrainer CONCEPT 2 MODEL C met PM2 DISPLAY|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1839808056-roeitrainer-concept-2-model-c-met-pm2-display|475|45349211|PACKAGE_FREE|76|De Klomp|C|PM2|450|0|2022-05-07T15:55:37Z
m1839871719|Roeiapparaat concept2 zwart|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839871719-roeiapparaat-concept2-zwart|1000|18120199|PACKAGE_FREE|105|Eindhoven|||0|0|2022-05-07T19:02:51Z
m1839941689|Concept 2 RowErg|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839941689-concept-2-rowerg|1000|10556149|PACKAGE_FREE|58|Bergen (NH)|||0|0|2022-05-08T07:03:03.769Z
m1839962166|Concept 2 model D - Roeimachine|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839962166-concept-2-model-d-roeimachine|850|15296997|PACKAGE_FREE|35|Amsterdam|D||0|0|2022-05-08T08:07:32Z
m1839969599|Roeitrainer concept 2 met PM2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1839969599-roeitrainer-concept-2-met-pm2|495|13777849|PACKAGE_FREE|65|Scharendijke||PM2|0|0|2022-05-08T08:26:36Z
m1840216443|Concept 2 roei trainer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1840216443-concept-2-roei-trainer|NaN|22193149|PACKAGE_FREE|102|Bladel|||0|0|2022-05-08T18:57:52Z
m1840320384|Roeitrainer concept 2 model D met PM5|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1840320384-roeitrainer-concept-2-model-d-met-pm5|750|7854844|PACKAGE_FREE|51|Laren|D|PM5|800|50|2022-05-09T08:49:19Z
m1840354473|Concept 2 indoor rower / roeimachine / roei apparaat|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1840354473-concept-2-indoor-rower-roeimachine-roei-apparaat|NaN|24581089|PACKAGE_FREE|73|Vlijmen|||0|0|2022-05-09T10:10:13Z
m1840491058|Concept 2 roeitrainer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1840491058-concept-2-roeitrainer|499|25367311|PACKAGE_FREE|130|Heerenveen|||0|0|2022-05-09T15:33:57Z
m1840563495|Concept 2 roeier PM4|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1840563495-concept-2-roeier-pm4|750|4781247|PACKAGE_FREE|158|Hengelo||PM4|0|0|2022-05-09T18:33:52Z
m1840599356|Roeitrainer CONCEPT 2 MODEL C PM 2//ZGAN|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1840599356-roeitrainer-concept-2-model-c-pm-2-zgan|449|45349211|PACKAGE_FREE|84|Wageningen|C||0|0|2022-05-09T20:18:47Z
m1840602157|Roeitrainer concept II|https://www.marktplaats.nl/v/sport-en-fitness/overige-sport-en-fitness/m1840602157-roeitrainer-concept-ii|500|16246996|PACKAGE_FREE|169|Maastricht|||0|0|2022-05-09T20:30:34Z
m1840652934|Concept 2 roeitrainer met PM2 monitor, concept 2,roeitrainer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1840652934-concept-2-roeitrainer-met-pm2-monitor-concept-2-roeitrainer|400|7299491|PACKAGE_FREE|22|Delft||PM2|0|0|2022-05-10T07:03:39Z
m1840720338|Concept2 roeimachine met PM5 uit 2021|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1840720338-concept2-roeimachine-met-pm5-uit-2021|NaN|12775927|PACKAGE_FREE|45|Utrecht||PM5|0|0|2022-05-10T10:17:09Z
m1840855936|Concept 2 Roeitrainer Model E met Pm4 Scherm|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1840855936-concept-2-roeitrainer-model-e-met-pm4-scherm|800|12832073|PACKAGE_FREE|82|Goirle|E|PM4|750|0|2022-05-10T16:20:32Z
m1841004387|Concept 2 roeitrainer met PM5 monitor, concept 2, roeier|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1841004387-concept-2-roeitrainer-met-pm5-monitor-concept-2-roeier|800|40963919|PACKAGE_FREE|31|Vlaardingen||PM5|0|0|2022-05-11T07:26:33Z
m1841071340|Concept 2 PM2 ergo roeitrainer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1841071340-concept-2-pm2-ergo-roeitrainer|NaN|72165|PACKAGE_FREE|2|Leiden||PM2|0|0|2022-05-11T10:21:19Z
m1841167413|Concept 2 roeier, display ontbreekt|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1841167413-concept-2-roeier-display-ontbreekt|NaN|15866196|PACKAGE_FREE|128|Meppel|||0|0|2022-05-11T14:37:43Z
m1841185330|Concept 2 indoor rower|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1841185330-concept-2-indoor-rower|200|13503172|PACKAGE_FREE|82|Ede|||0|0|2022-05-11T15:24:26Z
m1841224784|Concept 2 Zwart  blauw PM2 of PM5, geserviced  meerdere|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1841224784-concept-2-zwart-blauw-pm2-of-pm5-geserviced-meerdere|650|22976666|PACKAGE_FREE|150|Hoogeveen||PM2|0|0|2022-05-11T17:18:25Z
m1841330593|Concept 2 roeitrainer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1841330593-concept-2-roeitrainer|NaN|4462400|PACKAGE_FREE|84|Wageningen|||0|0|2022-05-12T06:36:25Z
m1841451725|CONCEPT II ROEIMACHINE|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1841451725-concept-ii-roeimachine|NaN|10421602|PACKAGE_FREE|32|Amsterdam|||0|0|2022-05-12T12:22:05.737Z
m1841456629|Concept2 roeitrainer + PM3 display, zitkussen, tablethouder|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1841456629-concept2-roeitrainer-pm3-display-zitkussen-tablethouder|750|17371619|PACKAGE_FREE|160|Sittard||PM3|0|0|2022-05-12T12:34:44Z
m1841564623|Concept 2 RowErg|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1841564623-concept-2-rowerg|400|9778393|PACKAGE_FREE|21|'s-Gravenhage|||0|0|2022-05-12T17:43:03Z
m1834526061|Roeitrainer Concept2 dynamic met PM4, Roeien, Ergometer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1834526061-roeitrainer-concept2-dynamic-met-pm4-roeien-ergometer|930|27782606|PACKAGE_FREE|29|Rotterdam|||0|0|2022-04-23T10:25:53Z
m1841721123|Roeitrainer CONCEPT 2 MODEL D MET PM4 DISPLAY  ZGAN|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1841721123-roeitrainer-concept-2-model-d-met-pm4-display-zgan|675|44642917|PACKAGE_FREE|74|Rhenen|D|PM4|700|25|2022-05-13T09:20:01Z
m1841869871|Concept 2 Roeimachine|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1841869871-concept-2-roeimachine|650|2391095|PACKAGE_FREE|13|Voorburg|||0|0|2022-05-13T15:46:53Z
m1841873999|Concept2 indoor roeier ‍️|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1841873999-concept2-indoor-roeier|NaN|4769417|PACKAGE_FREE|79|Tilburg|||0|0|2022-05-13T15:59:07Z
m1842131088|Roeitrainer concept 2 pm3|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842131088-roeitrainer-concept-2-pm3|NaN|12403488|PACKAGE_FREE|145|Leeuwarden||PM3|0|0|2022-05-14T11:24:17Z
m1842158230|Concept 2 Roei ergometer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842158230-concept-2-roei-ergometer|250|6940004|PACKAGE_FREE|84|Bennekom|||0|0|2022-05-14T12:29:49Z
m1842206440|Concept 2 Roeimachine / Roeitrainer Model D met PM3|https://www.marktplaats.nl/v/sport-en-fitness/overige-sport-en-fitness/m1842206440-concept-2-roeimachine-roeitrainer-model-d-met-pm3|475|45762305|PACKAGE_FREE|27|Amstelveen|D|PM3|700|225|2022-05-14T14:30:04.365Z
m1842210093|Concept 2 Roeimachine / Roeitrainer Model D met PM3|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842210093-concept-2-roeimachine-roeitrainer-model-d-met-pm3|435|45762305|PACKAGE_FREE|27|Amstelveen|D|PM3|700|265|2022-05-14T14:39:32Z
m1842218645|Concept 2 roeier|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842218645-concept-2-roeier|NaN|3444290|PACKAGE_FREE|46|Dordrecht|||0|0|2022-05-14T15:03:04.422Z
m1842218958|Concept 2 roeier|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842218958-concept-2-roeier|NaN|3444290|PACKAGE_FREE|46|Dordrecht|||0|0|2022-05-14T15:02:55Z
m1842383547|Concept 2 model B roeimachine/ ergometer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842383547-concept-2-model-b-roeimachine-ergometer|250|15451453|PACKAGE_FREE|82|Julianadorp|B||0|0|2022-05-15T07:58:20Z
m1842402342|Concept2 PM4 Oplaadbaar Batterij Pack 3V 1,25Ah 2 AA GP NiMH|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1842402342-concept2-pm4-oplaadbaar-batterij-pack-3v-1-25ah-2-aa-gp-nimh|NaN|12768001|PACKAGE_FREE|169|Enschede||PM4|0|0|2022-05-15T08:47:23Z
m1842419016|Roeiapparaat concept 2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842419016-roeiapparaat-concept-2|NaN|7833325|PACKAGE_FREE|13|Alphen aan den Rijn|||0|0|2022-05-15T09:25:35Z
m1842508713|Concept2 roeier met PM4 computer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1842508713-concept2-roeier-met-pm4-computer|650|26530781|PACKAGE_FREE|15|Pijnacker||PM4|0|0|2022-05-15T12:47:25Z
m1842543610|Roeitrainer CONCEPT 2 met PM3 DISPLAY|https://www.marktplaats.nl/v/sport-en-fitness/fitnessmaterialen/m1842543610-roeitrainer-concept-2-met-pm3-display|440|44490000|PACKAGE_FREE|76|De Klomp||PM3|0|0|2022-05-15T14:15:48Z
m1842834230|Concept 2 roeier zitting|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842834230-concept-2-roeier-zitting|NaN|517228|PACKAGE_FREE|133|Weert|||0|0|2022-05-16T12:27:12Z
m1842846956|roeitrainer Concept 2|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842846956-roeitrainer-concept-2|300|7419288|PACKAGE_FREE|154|Winterswijk|||0|0|2022-05-16T12:57:48Z
m1842904587|CONCEPT 2 ROWERG ROWER - PM5|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842904587-concept-2-rowerg-rower-pm5|850|8175022|PACKAGE_FREE|123|Bathmen||PM5|0|0|2022-05-16T15:15:13Z
m1842935357|Concept 2 model C rowing ergometer (roeimachine)|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842935357-concept-2-model-c-rowing-ergometer-roeimachine|NaN|14413495|PACKAGE_FREE|66|Hoorn|C||0|0|2022-05-16T16:38:19Z
m1842980813|Concept 2 roeitrainer met PM2 monitor; alles in goede staat|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842980813-concept-2-roeitrainer-met-pm2-monitor-alles-in-goede-staat|475|43658968|PACKAGE_FREE|46|Utrecht||PM2|0|0|2022-05-16T18:26:04.158Z
m1842985609|Concept 2 roeitrainer met PM2 monitor, in hele mooie staat|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1842985609-concept-2-roeitrainer-met-pm2-monitor-in-hele-mooie-staat|475|3041138|PACKAGE_FREE|46|Utrecht||PM2|0|0|2022-05-16T18:35:38Z
m1843084409|Concept2 Roei Ergometer|https://www.marktplaats.nl/v/sport-en-fitness/fitnessapparatuur/m1843084409-concept2-roei-ergometer|500|20787785|PACKAGE_FREE|34|Amsterdam|||0|0|2022-05-17T07:06:17Z
